_fid;idnr;benennung;belegenheit;belegenheit_detail;gruen_code;gruen_art;bezirk;stadtteil;ortsteil;gemarkung;aktualitaet;flaeche_ha;veroeffentlichung_jahr;eigentum;verwaltungsvermoegen;geom;coordinate_reference_system
DE.HH.UP_FRIEDHOEFE_18;000798;Alter Friedhof Niendorf;Friedrich-Ebert-Straße;Friedrich-Ebert-Straße;71;Friedhöfe;Eimsbüttel;Niendorf;318;0;01.10.2025;5,0718;;Privat;Privat (Kirche);POLYGON ((562822.434000 5941380.267000,562823.293000 5941375.408000,562826.891000 5941357.548000,562849.562000 5941280.448000,562879.368000 5941286.664000,562879.585000 5941285.532000,562883.195000 5941267.762000,562887.418000 5941247.566000,562894.468000 5941215.897000,562900.057000 5941192.872000,562903.477000 5941177.577000,562904.884000 5941167.774000,562906.757000 5941158.925000,562909.212000 5941141.058000,562916.504000 5941086.334000,562918.882000 5941073.954000,562922.115000 5941059.699000,562927.117000 5941042.091000,562930.500000 5941031.194000,562933.576000 5941022.118000,562937.073000 5941014.371000,562939.385000 5941009.923000,562895.138000 5941009.337000,562862.806000 5941015.878000,562813.950000 5941026.488000,562781.565000 5941035.934000,562760.426000 5941140.083000,562750.919000 5941171.454000,562748.127000 5941200.335000,562748.020000 5941207.881000,562718.640000 5941311.043000,562705.726000 5941356.376000,562761.102000 5941372.176000,562760.306000 5941375.587000,562762.607000 5941376.572000,562808.077000 5941389.217000,562810.885000 5941379.403000,562827.841000 5941404.020000,562833.531000 5941398.641000,562825.309000 5941387.018000,562822.434000 5941380.267000));EPSG:25832
DE.HH.UP_FRIEDHOEFE_19;000820;Friedhof Kirchdorfer Amtshof;Kirchdorfer Straße;Kirchdorfer Straße;70;Friedhöfe;Hamburg-Mitte;Wilhelmsburg;136;147;01.10.2025;1,1479;;FHH;Stadtgrün;POLYGON ((567528.703000 5927003.797000,567549.524000 5926989.087000,567572.197000 5927021.828000,567576.457000 5927027.978000,567565.771000 5927035.573000,567544.331000 5927050.814000,567539.558000 5927044.052000,567541.109000 5927042.958000,567532.167000 5927030.449000,567526.992000 5927033.853000,567520.831000 5927035.509000,567511.859000 5927034.087000,567545.575000 5927079.312000,567587.450000 5927060.614000,567632.309000 5927036.328000,567628.702000 5927028.529000,567605.669000 5926991.156000,567588.968000 5926959.421000,567580.290000 5926945.888000,567543.703000 5926913.667000,567480.750000 5926985.071000,567502.222000 5927019.966000,567509.787000 5927030.629000,567510.930000 5927021.865000,567513.975000 5927017.266000,567530.189000 5927005.927000,567528.703000 5927003.797000));EPSG:25832
DE.HH.UP_FRIEDHOEFE_20;000821;Friedhof Finkenriek;König-Georg-Deich - Kornweide;König-Georg-Deich - Kornweide;70;Friedhöfe;Hamburg-Mitte;Wilhelmsburg;136;147;01.10.2025;11,1397;;FHH;Stadtgrün;POLYGON ((566810.785000 5926208.298000,566806.755000 5926172.105000,566806.292000 5926146.065000,566806.265000 5926127.411000,566810.580000 5926127.567000,566821.292000 5926105.522000,566824.641000 5926092.851000,566824.985000 5926085.264000,566825.869500 5926075.544700,566815.851500 5926077.859200,566815.847300 5926077.852900,566795.217900 5926033.158400,566786.110100 5926013.425700,566786.107000 5926013.419000,566784.586700 5926010.127200,566782.963000 5926011.751400,566778.510600 5926016.083500,566775.021000 5926018.971700,566769.966900 5926021.739400,566763.228100 5926025.590300,566761.302700 5926021.980300,566762.987400 5926021.017500,566766.958400 5926017.888700,566769.004000 5926015.963400,566772.373400 5926011.751500,566773.937700 5926008.863400,566776.344400 5926004.531300,566777.427300 5926000.560200,566778.389900 5925995.987300,566778.510200 5925993.700900,566778.630500 5925991.173800,566777.908400 5925988.406100,566777.186300 5925984.434900,566776.103200 5925982.028300,566774.623000 5925979.252900,566772.974400 5925976.252200,566770.687900 5925973.725100,566768.160800 5925971.438800,566764.430400 5925968.550700,566761.421900 5925965.301800,566758.413400 5925961.330600,566756.367600 5925957.961300,566753.960800 5925954.110500,566752.155700 5925950.139400,566750.711600 5925946.288700,566749.147100 5925940.873600,566748.665600 5925936.782200,566748.545300 5925934.014500,566748.545200 5925930.284000,566749.026400 5925925.229900,566749.989100 5925921.740100,566751.433000 5925916.565600,566753.698500 5925911.541900,566756.366500 5925904.531900,566762.142400 5925892.016800,566766.594600 5925881.908400,566770.926600 5925872.883200,566772.611100 5925867.468000,566773.694200 5925863.496800,566774.175400 5925857.600400,566774.054900 5925853.147900,566774.295600 5925849.417400,566774.295500 5925846.649700,566775.378400 5925843.160000,566776.341000 5925839.670200,566777.049200 5925837.811300,566778.146000 5925834.977000,566780.672900 5925830.524500,566783.681300 5925826.673700,566789.096300 5925820.656900,566796.196100 5925813.797600,566806.424400 5925803.809400,566811.959800 5925798.755300,566815.560600 5925795.254300,566822.910100 5925788.406100,566832.897800 5925778.658800,566842.404200 5925769.272400,566852.391800 5925759.163900,566852.870400 5925758.685300,566860.454200 5925751.101200,566865.628600 5925745.565700,566871.404600 5925739.067400,566876.097600 5925734.374200,566878.624600 5925731.486200,566880.670200 5925729.320000,566881.628900 5925728.552900,566878.328000 5925725.166000,566878.312000 5925725.149300,566880.789000 5925716.818600,566881.440700 5925714.626400,566881.470200 5925714.527500,566863.181000 5925709.093000,566846.648900 5925704.173000,566698.146400 5925660.161400,566684.030100 5925656.229300,566677.820600 5925655.032000,566652.032100 5925650.059600,566634.926100 5925647.924800,566617.199300 5925647.089500,566614.459400 5925647.197600,566610.703900 5925647.344600,566578.508000 5925647.899000,566557.449600 5925650.634300,566501.924500 5925663.435800,566502.226700 5925668.145100,566502.550000 5925672.079400,566501.194500 5925672.679700,566489.752800 5925677.747200,566487.823500 5925678.626300,566487.830500 5925678.641500,566579.850000 5925877.171000,566579.515700 5925877.336500,566579.812000 5925877.978000,566571.212000 5925881.938000,566562.611000 5925885.897000,566562.822800 5925886.354800,566562.827000 5925886.364000,566573.329900 5925909.032500,566573.333700 5925909.040200,566584.047000 5925932.165000,566594.552000 5925954.840000,566604.846000 5925977.062000,566614.927000 5925998.827000,566623.959000 5926018.320000,566632.779000 5926037.365000,566641.814000 5926056.867000,566649.166000 5926072.740000,566653.481000 5926082.058000,566654.273800 5926083.769000,566657.567000 5926082.755600,566660.008500 5926081.687400,566662.602500 5926080.466600,566664.891300 5926077.262200,566666.264600 5926075.125800,566667.485300 5926072.226600,566669.316300 5926070.395500,566671.147400 5926068.716900,566675.114800 5926066.275400,566685.796100 5926061.087100,566704.564600 5926051.320900,566713.567400 5926046.590400,566727.147800 5926039.876200,566736.761000 5926034.535300,566753.698500 5926025.989900,566757.208100 5926024.464000,566759.497000 5926028.736600,566755.834900 5926030.415100,566747.137300 5926035.145600,566741.796600 5926038.197500,566734.014500 5926042.622700,566727.910900 5926045.522000,566723.791000 5926047.658400,566717.077100 5926051.625900,566711.278600 5926053.914900,566703.191400 5926058.645400,566695.104100 5926062.918100,566688.390200 5926066.275100,566681.981400 5926069.784900,566679.234800 5926071.463500,566677.861500 5926072.684200,566673.131300 5926075.125700,566668.248400 5926078.177700,566665.959500 5926079.551100,566663.090600 5926082.309700,566669.095300 5926079.948000,566674.389000 5926077.343000,566674.391200 5926077.350100,566675.052500 5926079.534600,566675.766200 5926081.928600,566681.809700 5926102.198300,566686.189900 5926116.885000,566686.192900 5926116.895000,566694.334000 5926144.176000,566696.489700 5926151.401900,566697.302900 5926154.117200,566697.824400 5926155.823900,566699.799000 5926162.248000,566699.788100 5926162.250900,566699.791100 5926162.260900,566696.679200 5926163.080000,566702.057600 5926181.307200,566707.080900 5926198.336200,566730.212300 5926191.948900,566739.941300 5926189.260900,566749.769400 5926186.546900,566762.963300 5926229.771900,566768.674300 5926227.805900,566778.687000 5926224.748000,566798.700000 5926219.156000,566810.785000 5926208.298000));EPSG:25832
DE.HH.UP_FRIEDHOEFE_21;000823;Friedhof Altenwerder;Altenwerder Querweg;Altenwerder Querweg;70;Friedhöfe;Harburg;Altenwerder;713;0;01.10.2025;0,8108;;Privat;HPA;POLYGON ((560829.147100 5928990.951200,560880.862000 5928997.747000,560880.861800 5928997.763600,560880.872900 5928997.765100,560891.324600 5928999.072700,560891.372900 5928998.590700,560891.777900 5928995.201900,560906.408100 5928872.751500,560846.655600 5928863.960500,560841.149600 5928861.918300,560841.131400 5928862.141000,560837.982400 5928918.584700,560833.352700 5928952.835100,560829.171800 5928990.725900,560829.147100 5928990.951200));EPSG:25832
DE.HH.UP_FRIEDHOEFE_22;001082;Waldfriedhof Volksdorf;Schmalenremen;Schmalenremen;70;Friedhöfe;Wandsbek;Volksdorf;525;0;01.10.2025;16,8646;;Privat;HF;POLYGON ((576571.209000 5947501.610000,576747.163000 5947361.855000,576660.159000 5947149.005000,576656.581000 5947150.469000,576654.832200 5947151.184300,576654.659300 5947151.242000,576654.293100 5947151.357200,576653.925100 5947151.466100,576653.555100 5947151.568400,576653.183500 5947151.664200,576652.810200 5947151.753700,576652.435500 5947151.836400,576652.059300 5947151.912800,576651.681900 5947151.982500,576651.303300 5947152.045700,576650.923700 5947152.102200,576650.543200 5947152.152000,576650.161800 5947152.195200,576649.779800 5947152.231800,576649.397000 5947152.261700,576649.014000 5947152.284800,576648.630500 5947152.301400,576648.246900 5947152.311200,576647.863100 5947152.314300,576647.479200 5947152.310700,576647.095600 5947152.300500,576646.712100 5947152.283500,576646.329100 5947152.259900,576645.946500 5947152.229500,576645.564500 5947152.192500,576645.183200 5947152.148800,576644.802600 5947152.098600,576644.423100 5947152.041600,576644.044600 5947151.978000,576643.667300 5947151.907900,576643.291200 5947151.831100,576642.916600 5947151.747700,576642.543400 5947151.658000,576642.171900 5947151.561600,576641.802100 5947151.458900,576641.434200 5947151.349600,576641.068100 5947151.234100,576640.704300 5947151.112000,576640.342600 5947150.983700,576639.983100 5947150.849100,576639.626100 5947150.708200,576639.271500 5947150.561100,576638.919700 5947150.407800,576638.570500 5947150.248500,576638.224300 5947150.083100,576637.880800 5947149.911600,576637.540500 5947149.734100,576637.203400 5947149.550800,576636.869400 5947149.361600,576636.538800 5947149.166700,576636.211700 5947148.965900,576635.888100 5947148.759500,576635.568100 5947148.547400,576635.252000 5947148.329800,576634.939700 5947148.106800,576634.631300 5947147.878300,576634.326900 5947147.644500,576634.026700 5947147.405400,576633.730600 5947147.161100,576633.438900 5947146.911600,576633.151700 5947146.657100,576632.868900 5947146.397700,576632.590600 5947146.133300,576632.383400 5947145.929500,576632.393000 5947145.851000,576632.769000 5947145.728000,576630.570600 5947143.180000,576628.785700 5947140.327000,576627.455600 5947137.235700,576626.611500 5947133.978000,576626.273000 5947130.629800,576626.448000 5947127.269000,576643.885000 5946993.704000,576636.221000 5946982.940000,576454.562000 5946965.703000,576437.348000 5946964.066000,576434.724000 5946962.884000,576425.393000 5946958.678000,576418.874000 5946989.654000,576396.663000 5946985.517000,576367.137000 5946980.017000,576280.996000 5947442.274000,576285.993000 5947442.058000,576290.989000 5947441.943000,576300.983000 5947441.913000,576305.981000 5947441.998000,576310.978000 5947442.183000,576315.975000 5947442.267000,576320.973000 5947442.452000,576325.971000 5947442.837000,576330.968000 5947443.022000,576335.965000 5947443.206000,576339.964000 5947443.495000,576343.045000 5947443.677000,576350.413000 5947444.110000,576350.381200 5947444.287100,576350.738200 5947444.315700,576345.011000 5947474.219000,576565.072400 5947440.521900,576570.984500 5947501.599100,576571.191300 5947501.434700,576571.209000 5947501.610000),(576459.698000 5947013.805000,576468.417000 5946969.364000,576518.363000 5946974.104000,576518.278000 5946974.989000,576473.323000 5947016.539000,576459.698000 5947013.805000));EPSG:25832
DE.HH.UP_FRIEDHOEFE_23;001085;Friedhof Rahlstedt;Am Friedhof;Am Friedhof;71;Friedhöfe;Wandsbek;Rahlstedt;526;0;01.10.2025;8,5730;;Privat;Privat (Kirche);POLYGON ((576384.724000 5938678.558000,576318.091000 5938959.827000,576295.851000 5939051.357000,576266.288000 5939173.854000,576318.015000 5939186.772000,576343.765000 5939192.603000,576352.292000 5939195.022000,576352.353000 5939195.932000,576358.411000 5939197.644000,576373.196000 5939201.823000,576388.013000 5939206.008000,576406.347000 5939211.188000,576419.577000 5939214.926000,576424.118000 5939216.210000,576425.117000 5939209.374000,576428.524000 5939194.776000,576431.604000 5939181.239000,576434.767000 5939167.741000,576437.892000 5939154.213000,576441.125000 5939140.720000,576444.289000 5939127.210000,576446.111000 5939119.478000,576448.875000 5939107.754000,576451.932000 5939094.780000,576454.984000 5939081.812000,576458.048000 5939068.828000,576461.090000 5939055.851000,576464.147000 5939042.877000,576467.196000 5939029.891000,576470.585000 5939015.290000,576473.746000 5939001.646000,576476.911000 5938988.011000,576478.328000 5938981.915000,576480.080000 5938974.379000,576484.842000 5938953.884000,576489.814000 5938932.487000,576493.298000 5938917.491000,576496.461000 5938903.867000,576499.627000 5938890.234000,576502.827000 5938876.452000,576506.030000 5938862.673000,576509.230000 5938848.894000,576512.450000 5938835.119000,576515.850000 5938820.762000,576519.247000 5938806.389000,576522.605000 5938792.026000,576525.970000 5938777.665000,576529.346000 5938763.301000,576530.419000 5938758.719000,576532.709000 5938748.935000,576536.087000 5938734.560000,576539.418000 5938720.190000,576542.297000 5938708.041000,576544.031000 5938700.425000,576546.737000 5938688.540000,576397.766000 5938665.187000,576387.344000 5938671.427000,576384.724000 5938678.558000));EPSG:25832
DE.HH.UP_FRIEDHOEFE_24;000316;Friedhof Langenbek;Meckelfelder Weg;Meckelfelder Weg;70;Friedhöfe;Harburg;Sinstorf;708;0;01.10.2025;13,4598;;FHH;Stadtgrün;POLYGON ((565956.047000 5920519.341000,565957.063000 5920505.932000,565968.148000 5920506.856000,565984.166000 5920508.190000,565996.478000 5920411.616000,566009.342000 5920406.414000,566022.262000 5920401.189000,566048.897000 5920390.416000,566068.927000 5920382.315000,566082.576000 5920376.795000,566126.582000 5920358.999000,566164.203000 5920343.786000,566196.079000 5920330.896000,566196.213000 5920326.182000,566240.128000 5920308.576000,566265.092000 5920298.568000,566281.417000 5920292.024000,566317.562000 5920277.533000,566317.451000 5920253.965000,566317.091000 5920220.804000,566317.075000 5920216.927000,566316.938000 5920184.466000,566316.905000 5920176.708000,566314.740000 5920164.355000,566311.996000 5920157.832000,566068.585000 5920145.404000,565983.222000 5920140.067000,565981.290000 5920139.942000,565971.852000 5920139.183000,565955.018900 5920137.229900,565938.291200 5920134.517900,565921.703200 5920131.052600,565905.288800 5920126.841200,565889.081500 5920121.892100,565873.114500 5920116.215500,565857.420400 5920109.823100,565842.031200 5920102.727800,565826.978500 5920094.944200,565812.292900 5920086.488200,565798.004600 5920077.377000,565784.142700 5920067.629400,565770.735500 5920057.265200,565757.810500 5920046.305600,565745.394000 5920034.773000,565732.683000 5920037.467000,565736.521000 5920055.557000,565714.033000 5920060.321000,565682.258000 5920050.195000,565670.109000 5920050.727000,565645.705000 5920055.901000,565653.287000 5920086.886000,565656.260000 5920094.902000,565654.624000 5920102.987000,565651.839800 5920105.681300,565649.138000 5920112.328000,565649.959000 5920125.248000,565656.096000 5920163.256000,565695.841000 5920163.221000,565701.142000 5920188.207000,565702.154000 5920195.049000,565710.419000 5920250.007000,565711.133000 5920256.466000,565715.009000 5920254.768000,565724.586000 5920258.594000,565730.559000 5920260.979000,565736.660000 5920263.425000,565742.608000 5920265.801000,565748.756000 5920268.268000,565754.842000 5920270.706000,565761.100000 5920273.211000,565781.824000 5920281.520000,565786.455000 5920283.383000,565789.706000 5920284.679000,565795.864000 5920287.143000,565802.013000 5920289.598000,565808.211000 5920292.085000,565814.329000 5920294.533000,565820.326000 5920296.940000,565847.646000 5920307.876000,565854.033000 5920310.442000,565860.289000 5920312.958000,565865.056000 5920314.876000,565878.874000 5920348.798000,565889.644000 5920375.250000,565900.930000 5920402.959000,565911.208000 5920428.213000,565913.479000 5920433.771000,565959.539000 5920418.054000,565951.611000 5920505.217000,565947.177000 5920554.134000,565953.147000 5920557.604000,565954.258000 5920542.945000,565954.703000 5920537.079000,565955.152000 5920531.147000,565955.600000 5920525.235000,565956.047000 5920519.341000),(565892.234000 5920305.064000,565871.422000 5920213.915000,565946.823000 5920194.209000,565965.562000 5920278.522000,565892.234000 5920305.064000));EPSG:25832
DE.HH.UP_FRIEDHOEFE_25;001198;Friedhof Hinschenfelde;Walddörferstraße 369;Walddörferstraße 369;71;Friedhöfe;Wandsbek;Tonndorf;513;0;01.10.2025;2,8230;;Privat;Privat (Kirche);POLYGON ((573460.949400 5938120.096300,573455.977000 5938114.983100,573451.301000 5938122.579000,573440.824000 5938139.606000,573432.399000 5938153.295000,573424.536000 5938166.071000,573416.476000 5938179.170000,573408.534000 5938192.077000,573401.147000 5938204.080000,573393.761000 5938216.083000,573386.217000 5938228.360000,573378.845000 5938240.358000,573371.640000 5938252.082000,573363.535000 5938265.269000,573356.288000 5938277.062000,573348.607000 5938289.561000,573341.795000 5938300.647000,573334.547000 5938312.439000,573327.329000 5938324.165000,573297.549000 5938372.536000,573320.286000 5938410.227000,573348.126000 5938456.378000,573392.168000 5938388.588000,573522.715000 5938187.628000,573522.710500 5938187.625600,573521.522000 5938186.997100,573521.516400 5938186.993500,573512.121000 5938181.121000,573492.430000 5938157.072000,573492.423600 5938157.066500,573481.548000 5938147.860000,573471.519000 5938138.797100,573460.954000 5938120.101000,573460.949400 5938120.096300));EPSG:25832
DE.HH.UP_FRIEDHOEFE_26;001320;Neuer Friedhof Finkenwerder;Finkenwerder Landscheideweg;Finkenwerder Landscheideweg;70;Friedhöfe;Hamburg-Mitte;Finkenwerder;141;106;01.10.2025;4,9712;;FHH;Stadtgrün;POLYGON ((557957.984000 5931362.377000,557959.217000 5931448.358000,557960.005000 5931532.615000,557981.023000 5931533.143000,558042.722700 5931534.697400,558058.129100 5931535.085500,558133.364000 5931536.981000,558144.585000 5931537.263000,558143.281000 5931496.184000,558143.271000 5931495.967000,558138.894000 5931383.834000,558135.402000 5931294.326000,558132.791000 5931294.372000,558131.837000 5931261.662000,558133.512000 5931253.389000,557980.253000 5931263.933000,557979.771000 5931263.312000,557960.529000 5931263.145000,557959.253000 5931276.355000,557957.541000 5931289.278000,557957.331000 5931298.175000,557957.657000 5931305.042000,557957.763000 5931327.977000,557957.900000 5931330.746000,557958.187000 5931336.574000,557957.984000 5931362.377000));EPSG:25832
DE.HH.UP_FRIEDHOEFE_27;002464;Friedhof Bernadottestraße;Bernadottestraße;Bernadottestraße;71;Friedhöfe;Altona;Ottensen;212;212;01.10.2025;2,6935;;Privat;Privat (Kirche);POLYGON ((560943.632000 5933687.928000,560925.985000 5933685.717000,560908.435000 5933684.642000,560915.700000 5933945.022000,560920.847000 5933949.684000,560963.225000 5933946.130000,560981.437000 5933944.266000,561001.698000 5933942.288000,561022.753000 5933939.434000,561022.307000 5933934.041000,561021.708000 5933922.878000,561021.434000 5933917.754000,561017.451000 5933843.541000,561016.997000 5933835.861000,561014.552000 5933794.507000,561014.450000 5933792.788000,561012.832000 5933765.425000,561011.808000 5933743.092000,561011.468000 5933735.697000,561011.192000 5933729.674000,561010.915000 5933723.654000,561010.633000 5933717.523000,561010.495000 5933714.508000,561010.110000 5933706.136000,561010.103000 5933705.980000,561009.782000 5933699.989000,561009.189000 5933688.915000,561008.773000 5933681.145000,560972.680000 5933686.451000,560943.632000 5933687.928000));EPSG:25832
DE.HH.UP_FRIEDHOEFE_28;001728;Jüdischer Friedhof Ohlsdorf;Ilandkoppel;Ilandkoppel;71;Friedhöfe;Hamburg-Nord;Ohlsdorf;430;0;01.10.2025;10,1668;;FHH;Stadtgrün;POLYGON ((568859.386000 5940890.979000,568875.325000 5940853.527000,568825.703000 5940835.807000,568793.964000 5940824.472000,568767.322000 5940814.958000,568740.053000 5940873.645000,568698.737000 5940853.256000,568628.826000 5941037.398000,568605.345000 5941100.245000,568544.515000 5941216.573000,568651.166000 5941246.330000,568753.291000 5941232.649000,568945.859000 5941166.217000,568875.223000 5940958.684000,568871.087000 5940955.659000,568840.594000 5940935.139000,568859.386000 5940890.979000));EPSG:25832
